Score,Group
0.528893583379221,A
0.537889826207873,A
0.54111271376145,A
0.499754825938002,A
0.483308894293943,A
0.564344926300029,A
0.428235372386973,A
0.456860207334065,A
0.558021478342704,A
0.524651408094556,A
0.426240804221648,A
0.419673863606869,A
0.506870498237893,A
0.446171168484147,A
0.5818242510529,A
0.573033644638576,A
0.568276504592513,A
0.503659710297233,A
0.526638417953605,A
0.610404536897423,A
0.452839902268109,A
0.448171220092211,A
0.476485999484054,A
0.513163212919601,A
0.516207835822019,A
0.51711611291789,A
0.527136414599734,A
0.458397644706921,A
0.498029748399537,A
0.50331414992478,A
0.485453428541458,A
0.527085558068601,A
0.388036087540871,A
0.477196815631844,A
0.45272869323013,A
0.503346218418685,A
0.516613386363827,A
0.522763311929308,A
0.40983416246636,A
0.504058402953615,A
0.47911989427551,A
0.462669640253308,A
0.46046794159492,A
0.439082769362983,A
0.51606619766738,A
0.476301428004128,A
0.560869871440369,A
0.472685038872475,A
0.510879003626103,A
0.505755600676829,A
0.553605368648204,A
0.594959421479534,A
0.588981738316082,A
0.525268363764267,A
0.494244670790309,A
0.516632287772062,A
0.478613261820535,A
0.494611000482473,A
0.42349456953041,A
0.615446740353461,A
0.581452625584993,A
0.541679279868477,A
0.446924305338145,A
0.559920328761744,A
0.453422309978377,A
0.434547369557105,A
0.540584115437984,A
0.498210918904983,A
0.556795305210654,A
0.583962330247675,A
0.612737765049864,A
0.50882132419235,A
0.451325687244388,A
0.393210762169005,A
0.466161864990565,A
0.577352563777134,A
0.469485699127434,A
0.480335452504514,A
0.562657145255681,A
0.453356106530541,A
0.508909354316236,A
0.552722971643272,A
0.484185641928704,A
0.488451415311508,A
0.5941227856891,A
0.496900619295031,A
0.510646633508297,A
0.419208768087738,A
0.45959988964459,A
0.459475909982928,A
0.567896257624065,A
0.582755354780718,A
0.58795072598103,A
0.554165632018836,A
0.527767876959425,A
0.450345069121595,A
0.534104712095632,A
0.621154527301287,A
0.522796880896022,A
0.529240668092781,A
0.609052584280884,A
0.445519128917571,A
0.593158973259038,A
0.577535168865837,A
0.4733529646751,A
0.491579130595723,A
0.594303070457061,A
0.55214719605328,A
0.429945226885899,A
0.566518789943932,A
0.557422580967187,A
0.374518921472173,A
0.507149139756869,A
0.451687049461053,A
0.445784614449003,A
0.501547135872076,A
0.505427577786812,A
0.518021659770133,A
0.468203168705902,A
0.434480571610344,A
0.476653082302531,A
0.513548525706853,A
0.508652113521608,A
0.520122010339705,A
0.470283928577126,A
0.451087856256754,A
0.49955925205321,A
0.516780801286328,A
0.414104443915108,A
0.482036290099286,A
0.365389434100117,A
0.45703791280171,A
0.433256443669147,A
0.579353188760148,A
0.489678928731188,A
0.493571160553998,A
0.393573964533068,A
0.525660461196303,A
0.55989183405233,A
0.509114093201251,A
0.492432856779348,A
0.537241889570977,A
0.472508837013254,A
0.600847202303479,A
0.513336076602258,A
0.46200337754024,A
0.491459509128047,A
0.539903392759526,A
0.488406315195486,A
0.502507206495262,A
0.485247379391005,A
0.435580927352597,A
0.59463078450104,A
0.598938562857425,A
0.628879161944962,A
0.47620539190733,A
0.471419955014226,A
0.456654135612098,A
0.523138764391898,A
0.438518100366974,A
0.542797891055007,A
0.485858193152427,A
0.573254736650766,A
0.480436228373072,A
0.538287690470435,A
0.551278366132166,A
0.501938691530512,A
0.604874640960069,A
0.485554190665118,A
0.546615779524644,A
0.494005645123975,A
0.428304864897026,A
0.457331404659215,A
0.494874989788094,A
0.464619248175577,A
0.446344903281211,A
0.454204694438074,A
0.542391463867741,A
0.475877269575025,A
0.456324277833384,A
0.476685046947408,A
0.500711045838746,A
0.588615146833952,A
0.514794383531845,A
0.503731063877435,A
0.528154263141818,A
0.519999087225062,A
0.537966545335346,A
0.429007662608213,A
0.498376920538241,A
0.538930315427285,A
0.502978563873059,A
0.521657672351054,A
0.56281931446966,A
0.540864287064857,A
0.481005729530395,A
0.529652640867381,A
0.540309463559365,A
0.534542069138079,A
0.528772611585466,A
0.532711045667094,A
0.538865189598341,A
0.598723372475166,A
0.42566251589514,A
0.528045414614709,A
0.56782661392756,A
0.480124439766245,A
0.540679067613192,A
0.441743606736582,A
0.516124370026332,A
0.431668820286341,A
0.414837038503409,A
0.495647942532839,A
0.560335628122009,A
0.398714460421939,A
0.434577956803679,A
0.552241183674031,A
0.463940435362388,A
0.508363148075459,A
0.44352123515885,A
0.479119035440747,A
0.437525722108867,A
0.463895919726257,A
0.470793942396317,A
0.511047803762837,A
0.507981602503737,A
0.536960669671392,A
0.400247161187113,A
0.467518887036466,A
0.500511640215453,A
0.521543474390871,A
0.560150484252037,A
0.45134417739626,A
0.527338074374453,A
0.463532656846551,A
0.529716974773407,A
0.547370465608365,A
0.449306581780101,A
0.548409878829614,A
0.463128478260606,A
0.425870156094161,A
0.537446187914913,A
0.587507551405981,A
0.41035864218088,A
0.576482437989942,A
0.592490856304172,A
0.479514001331602,A
0.53465213492362,A
0.549957814335932,A
0.484742358615114,A
0.528080593874087,A
0.505189668417417,A
0.518857352378434,A
0.51095430729614,A
0.454842346461804,A
0.520675984050729,A
0.48216625325775,A
0.525991003041,A
0.568285973812069,A
0.580586973942264,A
0.337799954146713,A
0.43540232284417,A
0.5347176355372,A
0.592556367266445,A
0.572115644332753,A
0.520355393965169,A
0.5397931542225,A
0.623798342271023,A
0.521443719238599,A
0.410581450014464,A
0.542533922998087,A
0.502485505681421,A
0.519902506504406,A
0.58086394128742,A
0.440157150261434,A
0.53588836271049,A
0.543186563273943,A
0.46175116797342,A
0.44089731825612,A
0.507806534860458,A
0.588191927328011,A
0.556419446089448,A
0.445564730962303,A
0.510293844383707,A
0.414948046174333,A
0.501582312970032,A
0.489662798697212,A
0.471363566009941,A
0.579980400071261,A
0.544665435893691,A
0.516302679232331,A
0.473431884469,A
0.468793401192806,A
0.548157428459236,A
0.537547953297224,A
0.519626741412793,A
0.516341588989894,A
0.527977764400745,A
0.469952253440177,A
0.434392319562478,A
0.414138238678062,A
0.52134506636256,A
0.518724505812891,A
0.583687735492034,A
0.647553749079907,A
0.418684298378011,A
0.517276828832664,A
0.504035935273504,A
0.475492781599691,A
0.483756420441948,A
0.545951734897081,A
0.508692968908455,A
0.505575991746039,A
0.504800737727002,A
0.386641890257489,A
0.472768427510439,A
0.480658561304692,A
0.585229745146055,A
0.457118417084705,A
0.490967998084482,A
0.576448542218671,A
0.534996071631105,A
0.506915091452513,A
0.625694364233198,A
0.468689367667135,A
0.453133637296583,A
0.61033103047493,A
0.539069818908193,A
0.484632149968523,A
0.403829429165203,A
0.519005169114842,A
0.575689409036573,A
0.572408741755551,A
0.528695434625992,A
0.436833187313531,A
0.467712821585651,A
0.497877146027223,A
0.429166951363092,A
0.528412185683152,A
0.440407990768184,A
0.53319640602354,A
0.556951761079644,A
0.509326777041143,A
0.416729280142233,A
0.602942464234437,A
0.541115243301923,A
0.488390249377629,A
0.501763072483024,A
0.402465183352365,A
0.470170533204421,A
0.436367306280468,A
0.513417093536682,A
0.551454126797444,A
0.526530480905765,A
0.539862391942545,A
0.609463084093656,A
0.548108451714409,A
0.523341154523078,A
0.492836117114369,A
0.491992681949087,A
0.498814438567299,A
0.550434038784019,A
0.485237488291791,A
0.521606995251148,A
0.441300495910645,A
0.471234960457836,A
0.48001202334792,A
0.467774153623123,A
0.429964677877405,A
0.577523661952718,A
0.5371582891256,A
0.599713762931754,A
0.381587240888904,A
0.632207013466911,A
0.4644202457758,A
0.439928367299645,A
0.445476958531643,A
0.583157515373558,A
0.4982591569138,A
0.401158826833618,A
0.448022470577216,A
0.4609585887437,A
0.509122904979171,A
0.508092142897636,A
0.605522684523371,A
0.446249847524848,A
0.554216450400656,A
0.409960533685251,A
0.550338547524853,A
0.46330790031619,A
0.555986732049498,A
0.515920873824627,A
0.44950632183625,A
0.458484037062974,A
0.474176533559767,A
0.558979279270865,A
0.53957170203037,A
0.472054767152149,A
0.583491122026115,A
0.500102160343283,A
0.496070072606768,A
0.397078909640859,A
0.584407912752051,A
0.514335637757777,A
0.596639512698098,A
0.645711389608028,A
0.531479080768313,A
0.492495619096005,A
0.511433869674142,A
0.582759019473945,A
0.483299408915647,A
0.541355616756481,A
0.467830718478442,A
0.552195658989022,A
0.410739985077698,A
0.573269974610608,A
0.556468862126924,A
0.544478560603389,A
0.573891498938538,A
0.520369491689082,A
0.417061778638376,A
0.485895702942511,A
0.525114435350871,A
0.611841046227454,A
0.655642755003303,A
0.498324701166964,A
0.464446404455281,A
0.468359747794946,A
0.566613303233074,A
0.47382412281307,A
0.473871558239006,A
0.492525589330251,A
0.502404654639764,A
0.502301253909695,A
0.496288938746537,A
0.520031874639783,A
0.421997148912231,A
0.526504876517519,A
0.526425913282747,A
0.49884315923939,A
0.582950834259021,A
0.539400097052362,A
0.504128036785873,A
0.381650991173619,A
0.505857734142832,A
0.53600435830743,A
0.467432992793776,A
0.497968537183781,A
0.613007963366817,A
0.488893403215541,A
0.537068843447137,A
0.441226537342638,A
0.49113944213054,A
0.525475074455889,A
0.533685804564311,A
0.547350977820557,A
0.565205690221365,A
0.52673934044364,A
0.495003053768251,A
0.561627423746491,A
0.467046905285564,A
0.496929162021445,A
0.510243654957478,A
0.460845260754027,A
0.432352307376042,A
0.549956965531778,A
0.453823268218623,A
0.468916942987299,A
0.460136098950326,A
0.538504436997939,A
0.463591404200242,A
0.44642544027823,A
0.616835663066128,A
0.559394096162465,A
0.565422673143324,A
0.517720274092934,A
0.407485062304252,A
0.566077132278837,A
0.507793060117796,A
0.497492584237571,A
0.511652767286835,A
0.49260881391793,A
0.552594614708137,A
0.43724656064127,A
0.437962866538818,A
0.580065718533324,A
0.514337325671522,A
0.550900613327657,A
0.535483363734276,A
0.513910038267905,A
0.49581272024143,A
0.469764787474514,A
0.493326197583436,A
0.468004309497315,A
0.575793167184666,A
0.478254820460864,A
0.479660076698084,A
0.548515432935488,A
0.447355412206641,A
0.530144999890901,A
0.587775004238968,A
0.434771918025137,A
0.534476472762999,A
0.606755641891212,A
0.480751282138014,A
0.537177834121455,A
0.396904742910711,A
0.54741786532258,A
0.545280299187474,A
0.441951350251157,A
0.498733947311451,A
0.503796741174663,A
0.49490764823094,A
0.523372510347074,A
0.473951877029793,A
0.478218107470813,A
0.460798455386783,A
0.578201579031509,A
0.651690680762358,A
0.576339475125384,A
0.518831702875183,A
0.470089325972077,A
0.424635976589575,A
0.437764001956624,A
0.456161776789561,A
0.48362775057855,A
0.526917257396066,A
0.371102905263413,A
0.544739164538786,A
0.514027492492486,A
0.481816209287212,A
0.451138539470983,A
0.50571655619542,A
0.528185584236528,A
0.522553233500484,A
0.50527818645567,A
0.517190070098977,A
0.435687045702525,A
0.516682064384954,A
0.580371209412671,A
0.572576068297421,A
0.477272081059211,A
0.47178042740141,A
0.404565514575835,A
0.479320321367493,A
0.48322085700892,A
0.574208368947469,A
0.566020232062186,A
0.452891608588863,A
0.551619101503829,A
0.601645981332298,A
0.508343808685823,A
0.553554620790876,A
0.533719146620696,A
0.507195267461042,A
0.445344301673722,A
0.50052520415035,A
0.46968700092243,A
0.58273947418748,A
0.413709840737229,A
0.566612505345761,A
0.547407950048849,A
0.398235545596891,A
0.519954962048238,A
0.472347211969018,A
0.401640495075283,A
0.514640699473201,A
0.436324173942637,A
0.475685311268706,A
0.525307380729764,A
0.483369841434641,A
0.572723654644822,A
0.521845418185585,A
0.546583599310497,A
0.453030736178387,A
0.485399088597338,A
0.45864171849112,A
0.488599858130603,A
0.502242464942583,A
0.563021763115278,A
0.537347171912208,A
0.484708148236383,A
0.369347701810411,A
0.507480423033825,A
0.477876302477922,A
0.45952198631163,A
0.488247777397259,A
0.484580410559348,A
0.494343889735561,A
0.522406048700585,A
0.521250407589141,A
0.540392945016795,A
0.479333536292323,A
0.506233410031613,A
0.51948881199966,A
0.413245769044286,A
0.45508140958915,A
0.47411691720554,A
0.470231700071421,A
0.537131477944473,A
0.522531381608688,A
0.536771310284519,A
0.441378501764914,A
0.485856943295326,A
0.621838923277283,A
0.47209834088489,A
0.520015157106236,A
0.475489550898054,A
0.49565986469002,A
0.529802669935625,A
0.476342597802541,A
0.514311868115882,A
0.555277626175087,A
0.496203749518154,A
0.458952943337475,A
0.498697185035158,A
0.551117996573717,A
0.376670711501374,A
0.490192710105198,A
0.479105046461762,A
0.44984793761013,A
0.527559797812593,A
0.570930909725096,A
0.539020971848941,A
0.514329541866207,A
0.603923787157183,A
0.445331283715326,A
0.472598802844166,A
0.636942481185663,A
0.402412034403093,A
0.540974300433127,A
0.447503648837056,A
0.548419612901422,A
0.538290348055392,A
0.62476989610445,A
0.58589386066924,A
0.538726938279331,A
0.354405641817998,A
0.467828143210064,A
0.555423816438961,A
0.509019054901469,A
0.472555133310885,A
0.610348771316868,A
0.440414131586519,A
0.465174205868001,A
0.566931304044256,A
0.490280188419974,A
0.438868753235595,A
0.509530405346549,A
0.517933956785766,A
0.507380752676873,A
0.556777400672484,A
0.500438782501695,A
0.435828550156721,A
0.515365676601993,A
0.558576340059481,A
0.5179057340202,A
0.514621617867714,A
0.499701270543556,A
0.422375336963945,A
0.533012294032859,A
0.471320825655471,A
0.535558745307865,A
0.582484309310286,A
0.459077480618498,A
0.665437195263752,A
0.4748198079117,A
0.583381361645214,A
0.470221814934771,A
0.496543298344592,A
0.569008160627968,A
0.443441946504648,A
0.505035912861797,A
0.494765197517016,A
0.526287808687798,A
0.530508918542864,A
0.484097756368929,A
0.521144352867635,A
0.394456217162706,A
0.516715205164403,A
0.53044279391512,A
0.521356303485077,A
0.436158801555315,A
0.507611190999667,A
0.489314123598439,A
0.449767276652625,A
0.478332503455609,A
0.463969749597354,A
0.537016219292339,A
0.528750051757412,A
0.430813160448323,A
0.513161507852262,A
0.481234277566279,A
0.510993833664095,A
0.474863367494058,A
0.496172093607847,A
0.527552916470025,A
0.518109542739612,A
0.465396041329725,A
0.562599490756227,A
0.556491619215788,A
0.578716849619869,A
0.528655940569275,A
0.43780437697754,A
0.454887104405562,A
0.467283435111739,A
0.501987400373518,A
0.44606121780414,A
0.523115406727748,A
0.382656019666208,A
0.506368297784822,A
0.462721731978711,A
0.44311794860796,A
0.539150577388474,A
0.475460861340922,A
0.499600638422513,A
0.444814555735131,A
0.528071700011159,A
0.637895754954901,A
0.536008210342675,A
0.517060563642825,A
0.632326164703404,A
0.571434938771695,A
0.517190522633609,A
0.463690732966038,A
0.484648080114813,A
0.497939076556305,A
0.511781915860971,A
0.471403623405892,A
0.490540679903929,A
0.553024477048164,A
0.473501213626231,A
0.528195628954059,A
0.515944884260697,A
0.51627896305069,A
0.543504203958761,A
0.46817712786656,A
0.53325779151827,A
0.471330474012025,A
0.512429518307909,A
0.430994136929495,A
0.615166822626381,A
0.452503662560351,A
0.574038490285148,A
0.422188235296974,A
0.490738487782848,A
0.560893365834764,A
0.43914881783867,A
0.453712475521962,A
0.5286474765002,A
0.441832279487168,A
0.438592470761866,A
0.496071138402392,A
0.571432452954916,A
0.435806632705078,A
0.502466730103273,A
0.636422378437628,A
0.421231321700937,A
0.508551630033389,A
0.441507662399717,A
0.435841589236172,A
0.520129492023136,A
0.521881786582188,A
0.529198108785772,A
0.473628593428864,A
0.491882352030012,A
0.48428506487619,A
0.457116274815227,A
0.451420586608339,A
0.416075751348453,A
0.58138364347361,A
0.480140656847517,A
0.469883431662911,A
0.533619021517332,A
0.510377303871121,A
0.588009980332142,A
0.470116163722937,A
0.534338463960638,A
0.545701588992759,A
0.431985642792561,A
0.442304801784014,A
0.505477371959704,A
0.519907053317648,A
0.621642924719171,A
0.506736322130362,A
0.643427360065557,A
0.540190698278973,A
0.599451253415817,A
0.50379238270347,A
0.444130552938965,A
0.620752407150242,A
0.543201537169041,A
0.505688339507856,A
0.41154581040268,A
0.472200263584869,A
0.495700156158691,A
0.522599320471119,A
0.53008960421417,A
0.517504331094305,A
0.489868280830346,A
0.40999297814867,A
0.481217046955758,A
0.456313131841496,A
0.50251434915309,A
0.497615686437552,A
0.406224076309937,A
0.325165761693009,A
0.515205966056669,A
0.524771968312777,A
0.495509018037449,A
0.397358162102621,A
0.385775684311808,A
0.514597397436174,A
0.450074710132514,A
0.415982454175523,A
0.539838489576041,A
0.470500021207261,A
0.519929712685607,A
0.47018621573581,A
0.509541372687949,A
0.494533983740053,A
0.559986052194985,A
0.493060390462897,A
0.41972261878856,A
0.453473092027067,A
0.489881043210447,A
0.558620776138866,A
0.380024875323932,A
0.540234096144018,A
0.437564239266862,A
0.469720155901088,A
0.573205407877914,A
0.527528042031226,A
0.450016832384676,A
0.42362052060253,A
0.558527266844634,A
0.507713237550434,A
0.500161791699166,A
0.515218212505267,A
0.40530477167014,A
0.564869086322264,A
0.511177027307119,A
0.520223246454095,A
0.440582710572439,A
0.491197391597416,A
0.483950979653953,A
0.489491456734543,A
0.528030018222558,A
0.439867789819792,A
0.468423358079236,A
0.410706209444253,A
0.508245465601438,A
0.439400505107043,A
0.406507447138446,A
0.455507436864808,A
0.531768562295864,A
0.432425062848567,A
0.522737932424129,A
0.520015626705194,A
0.404156286957817,A
0.607202840844462,A
0.523768231413946,A
0.533092349248217,A
0.480164336615349,A
0.525573342872786,A
0.481472275632553,A
0.56276825451057,A
0.442839363233134,A
0.352751261917892,A
0.477423203436482,A
0.50725577115378,A
0.533349133714912,A
0.536701944880119,A
0.411130351398338,A
0.612423938821017,A
0.408251988546475,A
0.475121481428046,A
0.532083841352489,A
0.571843673151281,A
0.593478786836479,A
0.51816972998207,A
0.558729782122786,A
0.536503498733989,A
0.521067347471196,A
0.420416720500052,A
0.53554358584601,A
0.418630306018898,A
0.500563288150913,A
0.497665060710716,A
0.542639855246372,A
0.479221844302953,A
0.579542671473088,A
0.491604678290089,A
0.472987086965995,A
0.497714527032705,A
0.515113581924663,A
0.484493598269048,A
0.513335695773539,A
0.477422330693915,A
0.492244875145069,A
0.51951526901729,A
0.456606582079854,A
0.494206653680248,A
0.485535576275523,A
0.49894386004008,A
0.572842473447103,A
0.519168857457919,A
0.361737634844989,A
0.535330787481513,A
0.600087952457496,A
0.506070007944261,A
0.60605241792316,A
0.46367048812001,A
0.451772553846916,A
0.414986420961707,A
0.476466799105773,A
0.495490948813114,A
0.481569068356188,A
0.451376895871475,A
0.468601947173548,A
0.446378274919208,A
0.528969585484871,A
0.500121242289234,A
0.5660528152251,A
0.516338951318042,A
0.456692910294931,A
0.62690614438152,A
0.62188131373918,A
0.600631197232023,A
0.409333454885852,A
0.509278924237508,A
0.489727930569023,A
0.493285682221508,A
0.495909997752382,A
0.40857996816706,A
0.504132583625811,A
0.49041569863903,A
0.538510905202898,A
0.431431381062947,A
0.504270652650537,A
0.539100531176286,A
0.590031067240323,A
0.525439193925212,A
0.435235907498058,A
0.524918643411489,A
0.560471259580267,A
0.460933443687579,A
0.407271651076577,A
0.449878418295568,A
0.531047305657453,A
0.493244441559961,A
0.521222774391777,A
0.56251728370106,A
0.509692581188271,A
0.483775152243354,A
0.555386437452004,A
0.501550708206182,A
0.584425096952162,A
0.515454318348437,A
0.470351882098903,A
0.41591713126893,A
0.455682037198059,A
0.435419869358324,A
0.514281703012667,A
0.522003056131423,A
0.569436489561516,A
0.508488191068492,A
0.512957004156446,A
0.481760149030567,A
0.493912271979669,A
0.536700989336614,A
0.494534717908536,A
0.518070665201334,A
0.440851452362478,A
0.411129664444495,A
0.541225962478826,A
0.47556787288702,A
0.496357765846828,A
0.481730273108815,A
0.483470662112989,A
0.507576517882259,A
0.493300713595095,A
0.425611389274143,A
0.504335336677585,A
0.577466559522832,A
0.467896892863468,A
0.572836939855302,A
0.477463933456392,A
0.430706971616033,A
0.511309778517098,A
0.466706947389938,A
0.627789825075208,A
0.526262116265578,A
0.483667589503026,A
0.524944757933317,A
0.4897051831469,A
0.431409642174773,A
0.386218442856161,A
0.561934094929933,A
